zp,descripcion,id_fecha,id_Grupo,id_Asunto,id_Hora,colonia,id_Lugar,calle2
309.0,UNEVID,2023-07-02,ABUSO SEXUAL,ABUSO SEXUAL,15:30,INDEPENDENCIA II,PROFESORA ISIDRA THELMA OJEDA MONARREZ,PROFESORA CANDELARIA DIAZ DE BUSTAMANTE
520.0,UNEVID,2023-07-12,ABUSO SEXUAL,ABUSO SEXUAL,18:07,PRADERAS DEL SOL,SOL DE PUEBLO VIEJO,ACACIA
518.0,UNEVID,2023-07-22,ABUSO SEXUAL,ABUSO SEXUAL,01:29,URBIVILLA DEL CEDRO,MONTES DEL CANTAL,MONTE ARAGON
527.0,UNEVID,2023-08-02,ABUSO SEXUAL,ABUSO SEXUAL,10:51,SENDEROS DE ORIENTE,SENDEROS DEL OCASO,SENDEROS DE BARRO
212.0,UNEVID,2023-08-05,ABUSO SEXUAL,ABUSO SEXUAL,23:43,EL BARREAL,REFORMA,SANDERS
510.0,UNEVID,2023-08-04,ABUSO SEXUAL,ABUSO SEXUAL,16:10,PRADERAS DE LAS TORRES,TORREON DE LA CIMA,VALLE DEL CEDRO
514.0,UNEVID,2023-08-07,ABUSO SEXUAL,ABUSO SEXUAL,11:20,PARAJES DE ORIENTE,DUNAS DE CHIHUAHUA,PUERTO TARENTO
526.0,UNEVID,2023-08-10,ABUSO SEXUAL,ABUSO SEXUAL,21:04,PARAJES DE SAN JOSE,COSTA VERDE,COSTA BRAVA
511.0,UNEVID,2023-08-12,ABUSO SEXUAL,ABUSO SEXUAL,00:08,HORIZONTES DEL SUR,ARQUITECTO MANUEL TEJA,FELIX CANDELA
520.0,UNEVID,2023-08-12,ABUSO SEXUAL,ABUSO SEXUAL,22:17,PRADERAS DEL SOL,SOL DEL OLMO,VISTAS DEL SOL
527.0,UNEVID,2023-08-25,ABUSO SEXUAL,ABUSO SEXUAL,16:36,MISIONES DE CREEL,CABEZA DE AGUILA,BARRANCA DE URIQUE
527.0,UNEVID,2023-09-01,ABUSO SEXUAL,ABUSO SEXUAL,22:11,JARDINES DE ROMA,TIBERINA,VILLA PAMPHILI
131.0,UNEVID,2023-09-17,ABUSO SEXUAL,ABUSO SEXUAL,01:02,CHAVEÐA,HEROES DE NACOZARI,BELISARIO DOMINGUEZ
510.0,UNEVID,2023-06-23,ACOSO SEXUAL,ACOSO SEXUAL,16:20,MISIONES DEL REAL,EMILIO PACHECO,VALLE DEL CEDRO
712.0,UNEVID,2023-09-07,ACOSO SEXUAL,ACOSO SEXUAL,17:01,EL SAUZAL,RAMON ARANDA,JUAREZ A PORVENIR
710.0,COM. ESPECIALES,2023-09-26,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,16:14,PORTAL DEL ROBLE,PORTAL DE LA NUEZ,PORTAL DEL KIWI
607.0,CANINA,2023-09-30,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,17:00,PANCHO VILLA,PRIVADA ARTURO GAMIZ,RICARDO FLORES MAGON
211.0,POLICIA COMERCIAL,2023-01-02,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,17:19,DEL FUTURO,ISAAC NEWTON,NIÐOS HEROES
317.0,SUR,2023-01-01,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,09:00,TORIBIO ORTEGA,PALOMA,CASA DE JANOS
520.0,GOE,2023-01-11,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,14:15,EL MEZQUITAL,MEZQUITAL,ACACIA
516.0,GOE,2023-01-16,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,00:43,PARAJES DE SAN ISIDRO,PASEO DE SAN ISIDRO,VOLCAN SANTA ELENA
527.0,GOE,2023-01-18,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,17:35,SENDEROS DE ORIENTE,SENDEROS DE BARRO,SENDEROS DEL OCCIDENTE
628.0,GOE,2023-01-25,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,20:04,KILOMETRO 27,DE LA SALUD,PROFESORA EMILIA GALINDO TELLES
527.0,GOE,2023-01-05,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,14:15,MISIONES DEL REAL,BARRANCA DE URIQUE,CUEVA CABEZA DE AGUILA
313.0,GOE,2023-02-05,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,22:00,REVOLUCION MEXICANA,GENERAL LUIS GUTIERREZ OBREGON,GENERAL CALIXTO CONTRERAS
510.0,GOE,2023-02-16,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,16:19,HORIZONTES DEL SUR,SANTA CLEOTILDE,SAN JULIAN
305.0,POLICIA COMERCIAL,2023-02-28,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,21:50,VISTAS LOS OJITOS,CAMINO REAL,VISTA LOS OJITOS
616.0,GOE,2023-03-05,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,23:00,LOS ALCALDES,RENE MASCAREÐAS MIRANDA,SOLIDARIDAD
206.0,SUR,2023-03-25,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,17:47,MONUMENTAL,TALES DE MILETO,SOCRATES
420.0,CANINA,2023-05-27,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,23:12,BOSQUES DE WATERFILL,BOSQUES DE CAMARGO,BOSQUES DE SAN LORENZO
515.0,GOE,2023-05-15,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,21:55,CARLOS CASTILLO PERAZA,30 DE ABRIL,JOSE CONTRERAS AGUILERA
302.0,COM. ESPECIALES,2023-06-04,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,22:53,AGUSTIN MELGAR,EBANISTA,MADEREROS
612.0,CANINA,2023-07-06,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,20:00,INFONAVIT JUAREZ NUEVO,HIEDRA,SORGO
605.0,CANINA,2023-07-08,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,23:18,LA CUESTA,CORDILLERA DEL CAUCASO,SIERRA DEL NIDO
525.0,GOE,2023-07-11,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,02:25,VALLE FUNDADORES,ANDRES CASTRO AZCARATE,FRANCISCO DE ORELLANA
219.0,UNEVID,2023-07-10,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,15:00,KILOMETRO 5,GENERAL JESUS MARIA RIOS,VALENTIN FUENTES
308.0,POLICIA COMERCIAL,2023-07-16,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,09:45,MORELOS,CANTERA,AMATISTA
605.0,GOE,2023-07-17,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,23:00,LA CUESTA,LUCIO CABAÐAS,PUERTO RICO
512.0,UNEVID,2023-07-30,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,16:41,HORIZONTES DEL SUR,NAVAJO,ARCADIA
520.0,UNEVID,2023-08-02,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,07:08,EL MEZQUITAL,ABETO,ROBLE
604.0,CANINA,2023-08-15,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,19:45,INFONAVIT AMPLIACION AEROPUERTO,MANUEL JESUS CLOUTHIER,COPAIBA
610.0,CANINA,2023-08-17,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,01:00,GRANJERO,CARTAMO,TUNA
513.0,GOE,2023-08-27,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,14:00,USOS MIXTOS,INDEPENDENCIA,BUFALO
615.0,CANINA,2023-08-25,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,21:36,15 DE ENERO,MIGUEL DE LA MADRID,ZARAGOZA
520.0,GOE,2023-09-06,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,01:20,PRADERAS DEL SOL,PRADERA DEL SOL,PUERTA DEL SOL
628.0,GOE,2023-09-05,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,20:00,HACIENDA DE LAS TORRES,DESIERTO DE ARIZONA,DESIERTO DE MOJAVE
620.0,VALLE,2023-09-07,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,16:34,KILOMETRO 20,GENERAL LORENZO GARCIA DE LA O ORIENTE,CORONEL LEONARDO BERNAL
614.0,COM. ESPECIALES,2023-09-14,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,15:00,CAMPESTRE VIRREYES,NAMIBIA,JOSE LUIS VASCONCELOS
409.0,ORIENTE,2023-01-30,ASALTO ARMA BLANCA,ASALTO C ARMA BLANCA,15:27,MARQUIS,TECNOLOGICO,PROFESOR ALEJANDRO AGUIRRE LAREDO
507.0,COM. ESPECIALES,2023-03-29,ASALTO ARMA BLANCA,ASALTO C ARMA BLANCA,21:10,TERRENOS NACIONALES,ZARAGOZA,EJIDO GALEANA
519.0,GOE,2023-05-17,ASALTO ARMA BLANCA,ASALTO C ARMA BLANCA,16:38,RINCONES DE SALVARCAR,BRAZATO,LEONARDO SOLIS BARRAZA
508.0,GOE,2023-05-17,ASALTO ARMA BLANCA,ASALTO C ARMA BLANCA,23:40,TORRES DEL SUR,PALACIO DE MITLA,AATZIN
519.0,GOE,2023-05-23,ASALTO ARMA BLANCA,ASALTO C ARMA BLANCA,18:50,RINCONES DE SALVARCAR,40 EJIDATARIOS,ANTARTICA
514.0,GOE,2023-08-16,ASALTO ARMA BLANCA,ASALTO C ARMA BLANCA,23:20,PARAJES DE ORIENTE,SANTIAGO BLANCAS,ZARAGOZA
210.0,POLICIA COMERCIAL,2023-02-28,ASALTO ARMA DE FUEGO,ASALTO C ARMA DE FUEGO,13:36,PARTIDO ESCOBEDO,ADOLFO LOPEZ MATEOS,VICENTE GUERRERO
520.0,POLICIA COMERCIAL,2023-06-02,ASALTO ARMA DE FUEGO,ASALTO C ARMA DE FUEGO,13:46,PRADERAS DEL SOL,SOL DEL MONTE,VISTA DEL SOL
625.0,SUR,2023-06-18,ASALTO ARMA DE FUEGO,ASALTO C ARMA DE FUEGO,22:16,VILLA RESIDENCIAL DEL REAL,CAÐON DE URIQUE,PRIVADA BOCOYNA
513.0,GOE,2023-06-22,ASALTO ARMA DE FUEGO,ASALTO C ARMA DE FUEGO,18:33,FRIDA KHALO,MI NANA Y YO,MARIA VIUDA DE ROMERO
527.0,VALLE,2023-01-05,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,13:10,SENDEROS DE ORIENTE,FEDERICO DE LA VEGA,SENDEROS DE OCAÐA
520.0,GOE,2023-01-11,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,18:30,PRADERAS DEL SOL,LEONARDO SOLIS BARRAZA,SOL DEL OLMO
519.0,GOE,2023-01-24,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,18:55,MUNICIPIO LIBRE,HERMANOS SOLER,ABEL GUADARRAMA
621.0,UNEVID,2023-02-02,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,01:10,JARDINES DEL AEROPUERTO,AEROMOZA,AERONAUTICA
524.0,GOE,2023-02-08,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,12:01,URBIVILLA DEL PRADO,PRADOS DE LA ALAMEDA,PRADOS DE LAS FLORES
515.0,GOE,2023-02-24,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,23:35,CARLOS CASTILLO PERAZA,LUIS CARDENAS DURAN,MARIA TERESA ROJAS
305.0,PONIENTE,2023-03-10,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,07:50,VISTAS LOS OJITOS,OJO DE LA CASA,MANANTIAL PONIENTE
626.0,SUR,2023-03-09,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,14:34,HACIENDA DE LAS TORRES,SAN MARCOS,HACIENDA LA ZANJA
315.0,PONIENTE,2023-03-22,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,16:41,ORIENTE XXI ROMA,PLAZUELA DE ACUÐA,AZTECA
410.0,POLICIA COMERCIAL,2023-03-22,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,20:24,PARQUE INDUSTRIAL ANTONIO J. BERMUDEZ,MANUEL GOMEZ MORIN,ESPERANZA
515.0,GOE,2023-05-15,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,21:58,OLIVIA ESPINOZA DE BERMUDEZ,EMMA MURGUIA VALDEZ,OLIVIA ESPINOZA DE BERMUDEZ
522.0,UNEVID,2023-05-24,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,16:12,VALLE DE ALLENDE,DOMINGO CAJEN,SIERRA DE SANTA ROSALIA
527.0,VALLE,2023-06-16,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,20:32,SENDEROS DE ORIENTE,FEDERICO DE LA VEGA,SENDEROS DE OCCIDENTE
523.0,GOE,2023-06-29,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,22:47,CERRADAS DEL SUR,CERRO BLANCO,CERRO DE LOS METATES
113.0,CENTRO,2023-07-10,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,00:07,JUANITA LUNA,ANGEL MACRINO MAZO,FRANCISCO MORAL
521.0,ALCAIDIA,2023-08-12,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,21:52,PARAJES DEL SUR FRACCIONAMIENTO,CAJAMARCA,MAR AZUL
629.0,SUR,2023-08-20,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,11:07,FOVISSTE CHAMIZAL,RIO CHAMPOTON,PLUTARCO ELIAS CALLES
515.0,COM. ESPECIALES,2023-09-16,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,22:42,OLIVIA ESPINOZA DE BERMUDEZ,TERESA MENDIOLA DE GARCIA,SONETO 156
711.0,RIVERAS,2023-09-26,HOMICIDIO C OTROS OBJETOS,HOMICIDIOS CAUSAS A DETERMINAR,13:30,SULAIMAN,MANUEL BOLAÐOS CACHO,COBRE
507.0,GOE,2023-03-09,HOMICIDIO C OTROS OBJETOS,HOMICIDIOS CAUSAS A DETERMINAR,15:56,PRADERAS DEL HEHEQUEN,ZARAGOZA,INDEPENDENCIA
516.0,GOE,2023-03-19,HOMICIDIO C OTROS OBJETOS,HOMICIDIOS CAUSAS A DETERMINAR,15:25,PARAJES DE SAN ISIDRO,PUERTO ALICANTE,VOLCAN MANAGUA
514.0,GOE,2023-04-13,HOMICIDIO C OTROS OBJETOS,HOMICIDIOS CAUSAS A DETERMINAR,18:55,HACIENDA  SAN ANTONIO (HDA. DE LAS TORRES),HACIENDA ESMERALDA,HACIENDA LA AURORA
714.0,RIVERAS,2023-05-01,HOMICIDIO C OTROS OBJETOS,HOMICIDIOS CAUSAS A DETERMINAR,07:56,EL SAUZAL,PORFIRIO DIAZ,16 DE SEPTIEMBRE
522.0,UNEVID,2023-05-23,HOMICIDIO C OTROS OBJETOS,HOMICIDIOS CAUSAS A DETERMINAR,03:25,LAS HACIENDAS,HACIENDA EL ALAMILLO,HACIENDA LA REGINA
628.0,SUR,2023-05-13,HOMICIDIO C OTROS OBJETOS,HOMICIDIOS CAUSAS A DETERMINAR,13:02,KILOMETRO 27,JUAREZ A PORVENIR,ESTACION MENDEZ
521.0,GOE,2023-07-12,HOMICIDIO C OTROS OBJETOS,HOMICIDIOS CAUSAS A DETERMINAR,21:30,PARAJES DEL SUR FRACCIONAMIENTO,PASEO DEL SUR,BAHIA BLANCA
115.0,CANINA,2023-07-16,HOMICIDIO C OTROS OBJETOS,HOMICIDIOS CAUSAS A DETERMINAR,19:25,FELIPE ANGELES,ROCINANTE,CUACOS
202.0,RIVERAS,2023-09-04,HOMICIDIO C OTROS OBJETOS,HOMICIDIOS CAUSAS A DETERMINAR,08:20,CENTRO,16 DE SEPTIEMBRE,FRANCISCO VILLA
709.0,GOE,2023-09-07,HOMICIDIO C OTROS OBJETOS,HOMICIDIOS CAUSAS A DETERMINAR,21:45,PARAJES DEL VALLE,VALLE GRANDE PONIENTE,VALLE DE LOS REYES
515.0,GOE,2023-04-02,INTENTO DE ASALTO,INTENTO DE ASALTO,18:36,OLIVIA ESPINOZA DE BERMUDEZ,OLIVIA ESPINOZA DE BERMUDEZ,EMMA MURGUIA VALDEZ
516.0,GOE,2023-03-05,INTENTO DE ROBO,INTENTO DE ASALTO,16:02,PARAJES DE SAN ISIDRO,DON MANUEL TALAMAS CAMANDARI,PASEO DE SAN ISIDRO
316.0,COM. ESPECIALES,2023-03-15,INTENTO DE ROBO,INTENTO DE ROBO,15:19,OASIS REVOLUCION,GENERAL RICARDO PEÐA,MAYOR MARGARITO GOMEZ
519.0,UNEVID,2023-03-28,INTENTO DE ROBO,INTENTO DE ROBO,08:36,HACIENDA DE LAS TORRES UNIVERSIDAD,HACIENDA SANTA LUCIA,HACIENDA EL ENCANTO
514.0,UNEVID,2023-08-23,INTENTO DE ROBO,INTENTO DE ROBO,07:52,PARAJES DE ORIENTE,ZARAGOZA,PUERTO TARENTO
301.0,UNEVID,2023-04-02,INTENTO DE VIOLACION,INTENTO DE VIOLACION,21:15,ANAHUAC,BOCOYNA,MELCHOR MUZQUIZ
514.0,COM. ESPECIALES,2023-09-22,LESIONES ARMA BLANCA,LESIONES C ARMA BLANCA,23:34,PARAJES DE ORIENTE,ZARAGOZA,DESIERTO DE KAVIR
527.0,COM. ESPECIALES,2023-09-24,LESIONES ARMA BLANCA,LESIONES C ARMA BLANCA,22:01,JARDINES DE ROMA,TIBERINA,PARCO NEMORENSE
514.0,GOE,2023-05-06,LESIONES ARMA BLANCA,LESIONES C ARMA BLANCA,00:02,PARAJES DE ORIENTE,DUNAS DE CHIHUAHUA,PUERTO TARENTO
520.0,GOE,2023-05-06,LESIONES ARMA BLANCA,LESIONES C ARMA BLANCA,21:45,PRADERAS DEL SOL,SOL DEL CERRO,VISTA DEL SOL
415.0,POLICIA COMERCIAL,2023-05-25,LESIONES ARMA BLANCA,LESIONES C ARMA BLANCA,16:10,USOS MIXTOS,DEL POTRERO,MANUEL GOMEZ MORIN
527.0,UNEVID,2023-06-08,LESIONES ARMA BLANCA,LESIONES C ARMA BLANCA,01:40,MISIONES DE CREEL,CASA REDONDA,BARRANCA DE URIQUE
218.0,PONIENTE,2023-07-16,LESIONES ARMA BLANCA,LESIONES C ARMA BLANCA,18:47,SUBCENTRO URBANO,OSCAR FLORES SANCHEZ,ADOLFO LOPEZ MATEOS
520.0,UNEVID,2023-08-14,LESIONES ARMA BLANCA,LESIONES C ARMA BLANCA,19:27,PRADERAS DEL SOL,MEZQUITAL,PRADERAS DEL SOL
526.0,UNEVID,2023-09-03,LESIONES ARMA BLANCA,LESIONES C ARMA BLANCA,22:31,PARAJES DE SAN JOSE,COSTA LANZAROTE,FUNDADORES DE AMERICA
706.0,RIVERAS,2023-02-04,LESIONES ARMA DE FUEGO,LESIONES C ARMA DE FUEGO,20:37,LA CAÐADA,PASEO DE LA CAÐADA,PASEO DE LA CAÐADA
623.0,ORIENTE,2023-03-20,LESIONES ARMA DE FUEGO,LESIONES C ARMA DE FUEGO,02:00,SANTA MONICA,SANTA MONICA,SAN BERNARDO
514.0,GOE,2023-05-16,LESIONES ARMA DE FUEGO,LESIONES C ARMA DE FUEGO,22:25,MANUEL J. CLOUTHIER,23 PROVINCIAS,8 DE DICIEMBRE
625.0,SUR,2023-06-03,LESIONES ARMA DE FUEGO,LESIONES C ARMA DE FUEGO,00:39,VILLA RESIDENCIAL DEL REAL,CAÐON DE URIQUE,CAÐON DEL COBRE
605.0,PONIENTE,2023-06-18,LESIONES ARMA DE FUEGO,LESIONES C ARMA DE FUEGO,01:32,LA CUESTA,RIO JARUDO,SIERRA MADRE ORIENTAL
513.0,GOE,2023-08-03,LESIONES ARMA DE FUEGO,LESIONES C ARMA DE FUEGO,21:10,PROFESORA MARIA MARTINEZ,ELENA ARIZMENDI MEJIAS,MARIA VIUDA DE ROMERO
513.0,GOE,2023-09-02,LESIONES ARMA DE FUEGO,LESIONES C ARMA DE FUEGO,15:54,SOR JUANA INES DE LA CRUZ,SONETO 149,REFUGIO DE LA LIBERTAD
525.0,GOE,2023-09-03,LESIONES ARMA DE FUEGO,LESIONES C ARMA DE FUEGO,21:42,VILLAS DE ALCALA,VILLA VERANO,VILLA CASTELLI
524.0,UNEVID,2023-09-26,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,18:19,SENDEROS DE SAN ISIDRO,ORIENTE XXI,SENDEROS DE VALLADOLID
520.0,UNEVID,2023-09-23,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,18:17,PRADERAS DEL SAUZAL,SOL DE LA AMISTAD,ACACIA
514.0,SUR,2023-01-13,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,16:48,HACIENDA SANTA FE,HACIENDA LA PEÐA,DESIERTO FLORIDO
535.0,GOE,2023-01-15,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,15:33,SENDEROS DE SAN ISIDRO,SENDEROS DE ALENZA,SENDEROS DE NAVACERRADA
520.0,GOE,2023-03-19,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,21:05,PRADERAS DEL SOL,VISTAS DEL SOL,ALAMO
515.0,GOE,2023-03-21,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,17:11,CARLOS CASTILLO PERAZA,FERNANDO VILLALOBOS SIMEON,SONETO 156
520.0,UNEVID,2023-03-24,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,11:50,SIERRA VISTA,HACIENDA EL SALITRE,SIERRA VISTA
515.0,GOE,2023-04-02,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,18:36,OLIVIA ESPINOZA DE BERMUDEZ,OLIVIA ESPINOZA DE BERMUDEZ,EMMA MURGUIA VALDEZ
505.0,UNEVID,2023-04-06,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,02:50,ZARAGOZA D. B.,PRIVADA HENEQUEN,ZARAGOZA
522.0,UNEVID,2023-04-11,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,07:45,LAS HACIENDAS,HACIENDA SAMALAYUCA,HACIENDA EL ALAMILLO
526.0,UNEVID,2023-04-16,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,21:35,PARAJES DE SAN JOSE,COSTA SERENA,COSTA BRAVA
524.0,UNEVID,2023-04-17,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,18:40,URBIVILLA DEL PRADO,PRADOS DE LA FELICIDAD,PRADOS DE LA ALAMEDA
515.0,UNEVID,2023-04-22,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,23:31,CARLOS CASTILLO PERAZA,SALOMON ACOSTA BAYLON,MARIA TERESA ROJAS
522.0,UNEVID,2023-04-23,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,07:19,VALLE DE ALLENDE,RIO VALLE,MAPACHES
526.0,UNEVID,2023-04-26,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,14:50,PARAJES DE SAN JOSE,COSTA DEL GOLFO,PASEO DE SAN JOSE
520.0,UNEVID,2023-04-27,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,20:14,PRADERAS DEL SOL,SOL DEL ENCANTO,VISTA DEL SOL
517.0,SUR,2023-04-30,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,10:25,PARAJE DE SAN JUAN,MONTE WASHINGTON,MONTE FITZ
513.0,GOE,2023-04-30,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,21:50,FRAY GARCIA DE SAN FRANCISCO,22 DE ENERO,FELIPE GUELE
628.0,UNEVID,2023-05-03,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,13:31,GRANJAS SAN RAFAEL,DE LAS ABEJAS,CASAS GRANDES
525.0,UNEVID,2023-05-02,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,18:07,VALLE FUNDADORES,PEDRO DE MORON,ALFONSO DE OJEDA
520.0,GOE,2023-05-06,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,21:45,PRADERAS DEL SOL,SOL DEL CERRO,VISTA DEL SOL
508.0,GOE,2023-05-17,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,23:40,TORRES DEL SUR,PALACIO DE MITLA,AATZIN
633.0,UNEVID,2023-05-19,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,15:02,TERRANOVA,CIRCUITO MONTE TABOR,MONTE GERIZIM
525.0,UNEVID,2023-05-25,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,17:53,VILLAS DE ALCALA,VILLAS DE ALCALA,VILLA DE ARISTA
510.0,SUR,2023-06-06,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,18:00,MISIONES DEL REAL,SAN ERNESTO,SANTA BERENICE
508.0,UNEVID,2023-06-04,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,11:55,TORRES DEL SUR,PALACIO DE TIKAL,PALACIO DE MITLA
527.0,UNEVID,2023-06-03,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,19:06,SENDEROS DE ORIENTE,SENDEROS DE CASQUILLO,SENDEROS DEL OCCIDENTE
510.0,UNEVID,2023-06-08,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,00:10,PRADERAS DE LAS TORRES,EMILIO PACHECO,LAURO D URANGA
510.0,UNEVID,2023-06-26,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,16:40,VILLAS DE SALVARCAR,VILLA DE LA PALOMA,VILLA DEL SAUZAL
625.0,SUR,2023-06-29,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,14:14,VILLA RESIDENCIAL DEL REAL,CAÐON DE URIQUE,CAÐON DE URIQUE
219.0,UNEVID,2023-07-10,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,15:00,KILOMETRO 5,GENERAL JESUS MARIA RIOS,VALENTIN FUENTES
514.0,UNEVID,2023-07-13,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,11:23,PARAJES DE ORIENTE,DESIERTO DE KALAHARI NORTE,PUERTO ALICANTE
523.0,UNEVID,2023-07-10,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,15:05,CERRADAS DEL SUR,CERRO CHIPINQUE,CERRO DE LAS MITRAS
504.0,UNEVID,2023-07-10,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,17:32,PASEOS DE ZARAGOZA,CEFIRO,HIDALGO
518.0,UNEVID,2023-08-01,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,00:46,URBIVILLA DEL CEDRO,CEDROS DE LA ESTEPA,MONTES DEL CANTAL
520.0,UNEVID,2023-08-08,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,23:20,PRADERAS DEL SOL,SOL DE OCTUBRE,MEZQUITAL
523.0,UNEVID,2023-08-10,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,00:16,CERRADAS DE SAN PEDRO,BASILICA DE GUADALUPE,BASILICA DE SAN MARTIN
524.0,COM. ESPECIALES,2023-09-09,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,21:02,SENDEROS DE SAN ISIDRO,SENDEROS DE BADAJOZ,SENDEROS DE CATALUÐA
